annonce_id,date_publication,titre,ville,quartier,type_bien,transaction,prix,surface,nb_chambres,nb_salles_bain,etage,annee_construction,prix_par_m2,age_estime,categorie_prix,cat_surface,annee,mois,trimestre
ANO001036,2023-07-09,Appartement 52m² Hamria,Meknès,Hamria,Appartement,Vente,593370.08,52.67,2,2,2,2014,11265.81,12,Moyen,Petit,2023,7,3
ANO000496,2023-07-09,Appartement à vente - Kenitra,Kénitra,Centre,Appartement,Vente,2373036.33,49.54,1,1,0,1995,47901.42,31,Haut standing,Petit,2023,7,3
ANO000563,2023-07-10,Appartement moderne Oujda,Oujda,Hay Qods,Appartement,Vente,494245.92,90.03,3,1,0,2012,5489.79,14,Économique,Moyen,2023,7,3
ANO000560,2023-07-10,Terrain 419m² Ville Nouvelle,Fès,Ville Nouvelle,Terrain,Location,5025.58,419.8,0,0,0,1993,11.97,33,Moyen,Grand,2023,7,3
ANO000745,2023-07-11,Beau Terrain Rabat,Rabat,Hay Riad,Terrain,Vente,208968.85,407.11,0,0,0,1981,513.3,45,Économique,Grand,2023,7,3
ANO000115,2023-07-11,Beau Villa Meknès,Meknès,Ville Nouvelle,Villa,Vente,2322483.29,209.44,5,2,0,2006,11089.01,20,Haut standing,Grand,2023,7,3
ANO000474,2023-07-12,Villa à vente - Meknès,Meknès,Hamria,Villa,Vente,2453917.88,293.06,6,4,0,2018,8373.43,8,Haut standing,Grand,2023,7,3
ANO001437,2023-07-13,Appartement moderne Meknès,Meknès,Ville Nouvelle,Appartement,Location,2105.48,73.39,2,1,6,2010,28.69,16,Économique,Petit,2023,7,3
ANO000581,2023-07-13,Villa moderne Casablanca,Casablanca,Bourgogne,Villa,Vente,2147775.39,236.49,3,1,0,2001,9081.89,25,Haut standing,Grand,2023,7,3
ANO000443,2023-07-13,Appartement moderne Tétouan,Tétouan,Centre,Appartement,Vente,437279.75,81.4,2,1,5,2000,5371.99,26,Économique,Moyen,2023,7,3
ANO000642,2023-07-13,Villa moderne Tanger,Tanger,Malabata,Villa,Location,9278.49,415.93,4,2,0,2002,22.31,24,Haut standing,Grand,2023,7,3
ANO000172,2023-07-15,Beau Appartement Casablanca,Casablanca,Californie,Appartement,Location,1764.37,70.58,2,1,2,2011,25.0,15,Économique,Petit,2023,7,3
ANO000446,2023-07-15,Appartement moderne Tanger,Tanger,Malabata,Appartement,Vente,509549.68,69.66,2,1,0,2007,7314.81,19,Moyen,Petit,2023,7,3
ANO000513,2023-07-16,Duplex 123m² Rabat,Rabat,Hay Riad,Duplex,Vente,2108160.06,123.36,2,1,5,1982,17089.49,44,Haut standing,Moyen,2023,7,3
ANO000582,2023-07-17,Appartement moderne Marrakech,Marrakech,Hivernage,Appartement,Location,9859.01,61.82,3,2,2,2011,159.48,15,Haut standing,Petit,2023,7,3
ANO000250,2023-07-17,Beau Duplex Tanger,Tanger,Iberia,Duplex,Vente,1346770.24,119.42,2,2,7,1998,11277.59,28,Moyen,Moyen,2023,7,3
ANO000410,2023-07-18,Appartement à location - Meknès,Meknès,Ville Nouvelle,Appartement,Location,2129.44,109.1,2,1,2,2024,19.52,2,Économique,Moyen,2023,7,3
ANO001246,2023-07-18,Appartement moderne Rabat,Rabat,Hay Riad,Appartement,Vente,535353.14,73.55,2,1,3,1997,7278.76,29,Moyen,Petit,2023,7,3
ANO000070,2023-07-18,Appartement à vente - Fès,Fès,Medina,Appartement,Vente,611654.31,97.88,3,1,5,2024,6249.02,2,Moyen,Moyen,2023,7,3
ANO000425,2023-07-20,Beau Villa Casablanca,Casablanca,Ain Diab,Villa,Location,6615.37,224.69,5,2,0,2018,29.44,8,Moyen,Grand,2023,7,3
ANO000409,2023-07-20,Beau Appartement Marrakech,Marrakech,Gueliz,Appartement,Vente,1925884.94,81.75,2,3,2,2010,23558.23,16,Haut standing,Moyen,2023,7,3
ANO001160,2023-07-21,Appartement à location - Kenitra,Kénitra,Hay Essalam,Appartement,Location,1189.29,113.84,2,1,2,2021,10.45,5,Économique,Moyen,2023,7,3
ANO000814,2023-07-21,Appartement 128m² Non spécifié,Casablanca,Non spécifié,Appartement,Vente,357210.75,128.74,2,1,0,2003,2774.67,23,Économique,Moyen,2023,7,3
ANO000658,2023-07-22,Villa moderne Agadir,Agadir,Hay Mohammadi,Villa,Location,2919.22,302.47,6,4,0,2011,9.65,15,Économique,Grand,2023,7,3
ANO000908,2023-07-22,Villa 165m² Ville Nouvelle,Meknès,Ville Nouvelle,Villa,Vente,1947126.65,165.29,5,3,0,2021,11780.06,5,Haut standing,Grand,2023,7,3
ANO000029,2023-07-23,Appartement moderne Rabat,Rabat,Hay Riad,Appartement,Vente,452980.77,72.46,2,1,1,2013,6251.46,13,Économique,Petit,2023,7,3
ANO000215,2023-07-24,Appartement à vente - Tanger,Tanger,Iberia,Appartement,Vente,518849.04,47.42,1,1,3,2008,10941.57,18,Moyen,Petit,2023,7,3
ANO000028,2023-07-24,Appartement 121m² Californie,Casablanca,Californie,Appartement,Vente,592853.51,121.95,3,1,4,1992,4861.45,34,Moyen,Moyen,2023,7,3
ANO000354,2023-07-24,Terrain à location - Marrakech,Marrakech,Gueliz,Terrain,Location,2755.26,392.6,0,0,0,1987,7.02,39,Économique,Grand,2023,7,3
ANO000602,2023-07-25,Bureau à vente - Tétouan,Tétouan,M'diq,Bureau,Vente,594514.24,47.87,0,0,0,1997,12419.35,29,Moyen,Petit,2023,7,3
ANO001019,2023-07-27,Villa moderne Tétouan,Tétouan,M'diq,Villa,Vente,3067468.29,181.46,4,2,0,2010,16904.38,16,Haut standing,Grand,2023,7,3
ANO000899,2023-07-27,Appartement moderne Casablanca,Casablanca,Californie,Appartement,Location,2360.25,120.78,1,1,1,2016,19.54,10,Économique,Moyen,2023,7,3
ANO001092,2023-07-28,Appartement moderne Tanger,Tanger,Centre Ville,Appartement,Vente,636536.24,62.09,3,1,2,2020,10251.83,6,Moyen,Petit,2023,7,3
ANO000371,2023-07-28,Terrain à vente - Marrakech,Marrakech,Hivernage,Terrain,Vente,742795.28,326.09,0,0,0,2016,2277.88,10,Moyen,Grand,2023,7,3
ANO000521,2023-07-28,Appartement moderne Marrakech,Marrakech,Medina,Appartement,Location,2189.74,66.32,1,1,3,1990,33.02,36,Économique,Petit,2023,7,3
ANO001281,2023-07-29,Villa à vente - Agadir,Agadir,Centre,Villa,Vente,1892838.43,193.22,6,4,0,2017,9796.29,9,Haut standing,Grand,2023,7,3
ANO000825,2023-07-29,Appartement moderne Rabat,Rabat,Hay Riad,Appartement,Vente,1685605.59,50.47,3,1,6,2004,33398.17,22,Haut standing,Petit,2023,7,3
ANO000638,2023-07-31,Appartement moderne Tétouan,Tétouan,Centre,Appartement,Vente,2892520.06,100.95,2,3,9,2014,28653.0,12,Haut standing,Moyen,2023,7,3
ANO000165,2023-07-31,Bureau à location - Agadir,Agadir,Talborjt,Bureau,Location,4923.79,85.55,0,0,2,2022,57.55,4,Moyen,Moyen,2023,7,3
ANO000648,2023-07-31,Appartement 91m² Hamria,Meknès,Hamria,Appartement,Location,2012.01,91.73,3,2,1,2007,21.93,19,Économique,Moyen,2023,7,3
ANO000091,2023-08-01,Appartement 49m² Kenitra,Kénitra,Centre,Appartement,Vente,2576509.32,49.1,2,2,3,2019,52474.73,7,Haut standing,Petit,2023,8,3
ANO000393,2023-08-03,Appartement moderne Oujda,Oujda,Hay Qods,Appartement,Vente,1322817.27,82.54,2,2,1,2002,16026.38,24,Moyen,Moyen,2023,8,3
ANO000471,2023-08-05,Beau Appartement Casablanca,Casablanca,Bourgogne,Appartement,Vente,709383.3,98.91,2,2,2,2006,7172.01,20,Moyen,Moyen,2023,8,3
ANO000913,2023-08-05,Appartement moderne Fès,Fès,Medina,Appartement,Location,7463.78,93.56,1,1,1,2023,79.78,3,Moyen,Moyen,2023,8,3
ANO000196,2023-08-05,Appartement moderne Meknès,Meknès,Ville Nouvelle,Appartement,Vente,579786.47,73.52,3,1,5,2003,7886.11,23,Moyen,Petit,2023,8,3
ANO000872,2023-08-07,Appartement 99m² Meknès,Meknès,Ville Nouvelle,Appartement,Location,7989.57,99.97,4,2,2,2015,79.92,11,Moyen,Moyen,2023,8,3
ANO000596,2023-08-09,Appartement moderne Tétouan,Tétouan,M'diq,Appartement,Vente,375093.82,77.27,2,1,4,2010,4854.33,16,Économique,Petit,2023,8,3
ANO000768,2023-08-09,Appartement moderne Tétouan,Tétouan,Centre,Appartement,Vente,430232.72,75.4,2,3,0,2012,5706.0,14,Économique,Petit,2023,8,3
ANO001418,2023-08-12,Appartement à vente - Kenitra,Kénitra,Hay Essalam,Appartement,Vente,2084267.39,90.24,4,1,1,2001,23096.93,25,Haut standing,Moyen,2023,8,3
ANO001136,2023-08-12,Villa 304m² Hay Riad,Rabat,Hay Riad,Villa,Vente,2201630.87,304.57,4,3,0,2001,7228.65,25,Haut standing,Grand,2023,8,3
ANO001165,2023-08-14,Appartement à vente - Tétouan,Tétouan,M'diq,Appartement,Vente,2198479.67,71.62,3,2,4,2014,30696.45,12,Haut standing,Petit,2023,8,3
ANO000032,2023-08-15,Beau Villa Meknès,Meknès,Ville Nouvelle,Villa,Vente,2036168.93,218.63,4,3,0,1998,9313.31,28,Haut standing,Grand,2023,8,3
ANO000145,2023-08-16,Appartement moderne Marrakech,Marrakech,Targa,Appartement,Vente,517671.18,102.94,3,1,0,2009,5028.86,17,Moyen,Moyen,2023,8,3
ANO001371,2023-08-17,Appartement moderne Tanger,Tanger,Iberia,Appartement,Vente,687523.62,65.57,3,2,3,2022,10485.34,4,Moyen,Petit,2023,8,3
ANO000608,2023-08-17,Appartement moderne Rabat,Rabat,Agdal,Appartement,Vente,2030740.75,79.38,1,1,1,2000,25582.52,26,Haut standing,Petit,2023,8,3
ANO000796,2023-08-17,Appartement moderne Kenitra,Kénitra,Hay Essalam,Appartement,Vente,458980.56,79.24,2,2,3,2002,5792.28,24,Économique,Petit,2023,8,3
ANO000336,2023-08-18,Bureau moderne Casablanca,Casablanca,Californie,Bureau,Location,5429.58,155.81,0,0,3,2009,34.85,17,Moyen,Grand,2023,8,3
ANO000529,2023-08-18,Beau Villa Tétouan,Tétouan,M'diq,Villa,Location,9657.63,305.45,5,3,0,2011,31.62,15,Haut standing,Grand,2023,8,3
ANO000625,2023-08-18,Appartement 104m² Centre Ville,Tanger,Centre Ville,Appartement,Location,2052.14,104.49,3,2,2,2020,19.64,6,Économique,Moyen,2023,8,3
ANO001452,2023-08-19,Appartement à vente - Meknès,Meknès,Ville Nouvelle,Appartement,Vente,349252.73,95.11,2,1,2,2010,3672.09,16,Économique,Moyen,2023,8,3
ANO000423,2023-08-19,Bureau à location - Casablanca,Casablanca,Bourgogne,Bureau,Location,4622.04,83.84,0,0,2,1988,55.13,38,Moyen,Moyen,2023,8,3
ANO000693,2023-08-19,Bureau moderne Marrakech,Marrakech,Medina,Bureau,Vente,1446308.46,168.16,0,0,4,2008,8600.79,18,Moyen,Grand,2023,8,3
ANO001086,2023-08-20,Appartement 62m² Meknès,Meknès,Ville Nouvelle,Appartement,Vente,567770.73,62.97,2,1,2,2004,9016.53,22,Moyen,Petit,2023,8,3
ANO001296,2023-08-20,Terrain moderne Kenitra,Kénitra,Centre,Terrain,Location,3843.55,36.46,0,0,0,2008,105.42,18,Moyen,Petit,2023,8,3
ANO000936,2023-08-21,Beau Appartement Kenitra,Kénitra,Hay Essalam,Appartement,Vente,336850.44,82.99,1,1,5,2003,4058.93,23,Économique,Moyen,2023,8,3
ANO000710,2023-08-21,Appartement à vente - Oujda,Oujda,Hay Qods,Appartement,Vente,2445728.68,102.88,1,1,1,2015,23772.63,11,Haut standing,Moyen,2023,8,3
ANO001130,2023-08-22,Beau Appartement Oujda,Oujda,Hay Qods,Appartement,Location,8125.03,106.54,2,2,0,2011,76.26,15,Haut standing,Moyen,2023,8,3
ANO000435,2023-08-23,Bureau à vente - Agadir,Agadir,Talborjt,Bureau,Vente,1130016.1,89.77,0,0,3,2014,12587.9,12,Moyen,Moyen,2023,8,3
ANO001406,2023-08-23,Beau Appartement Fès,Fès,Medina,Appartement,Location,2468.0,131.42,3,1,7,2001,18.78,25,Économique,Moyen,2023,8,3
ANO001044,2023-08-23,Beau Villa Rabat,Rabat,Hassan,Villa,Vente,1994253.43,242.86,4,2,0,1999,8211.54,27,Haut standing,Grand,2023,8,3
ANO001045,2023-08-23,Villa à location - Casablanca,Casablanca,Bourgogne,Villa,Location,13612.79,369.6,4,1,0,2000,36.83,26,Haut standing,Grand,2023,8,3
ANO000102,2023-08-24,Appartement à location - Tanger,Tanger,Centre Ville,Appartement,Location,8976.59,84.48,2,1,1,2010,106.26,16,Haut standing,Moyen,2023,8,3
ANO001374,2023-08-25,Appartement 69m² Centre,Tétouan,Centre,Appartement,Location,6336.31,69.81,3,1,2,2010,90.77,16,Moyen,Petit,2023,8,3
ANO001139,2023-08-26,Duplex 142m² Ville Nouvelle,Meknès,Ville Nouvelle,Duplex,Location,5879.72,142.65,2,1,7,2016,41.22,10,Moyen,Moyen,2023,8,3
ANO000103,2023-08-28,Appartement 70m² Centre,Kénitra,Centre,Appartement,Location,2813.28,70.21,2,2,1,2014,40.07,12,Économique,Petit,2023,8,3
ANO000972,2023-08-28,Villa moderne Fès,Fès,Ville Nouvelle,Villa,Vente,2578960.92,304.84,4,3,0,2024,8460.05,2,Haut standing,Grand,2023,8,3
ANO000860,2023-08-29,Villa 272m² Hay Essalam,Kénitra,Hay Essalam,Villa,Vente,2698429.39,272.45,4,2,0,2009,9904.31,17,Haut standing,Grand,2023,8,3
ANO000176,2023-08-29,Terrain à vente - Casablanca,Casablanca,Ain Diab,Terrain,Vente,258535.37,104.69,0,0,0,2000,2469.53,26,Économique,Moyen,2023,8,3
ANO000909,2023-08-29,Appartement 85m² Targa,Marrakech,Targa,Appartement,Vente,2785034.88,85.09,2,1,4,2018,32730.46,8,Haut standing,Moyen,2023,8,3
ANO000333,2023-08-30,Beau Bureau Agadir,Agadir,Hay Mohammadi,Bureau,Vente,1919074.61,145.63,0,0,0,2005,13177.74,21,Haut standing,Moyen,2023,8,3
ANO000274,2023-08-31,Villa 208m² Kenitra,Kénitra,Centre,Villa,Vente,2732740.19,208.62,4,2,0,2021,13099.13,5,Haut standing,Grand,2023,8,3
ANO000858,2023-09-01,Duplex à location - Tétouan,Tétouan,Centre,Duplex,Location,3723.38,135.02,3,2,5,2009,27.58,17,Moyen,Moyen,2023,9,3
ANO001366,2023-09-01,Appartement 99m² M'diq,Tétouan,M'diq,Appartement,Vente,426165.37,99.89,2,2,4,2005,4266.35,21,Économique,Moyen,2023,9,3
ANO001068,2023-09-01,Appartement moderne Fès,Fès,Ville Nouvelle,Appartement,Vente,601053.38,90.56,4,2,3,2019,6637.07,7,Moyen,Moyen,2023,9,3
ANO000297,2023-09-02,Beau Appartement Rabat,Rabat,Hay Riad,Appartement,Vente,620878.58,112.72,2,2,0,2012,5508.15,14,Moyen,Moyen,2023,9,3
ANO000328,2023-09-02,Terrain à vente - Rabat,Rabat,Hassan,Terrain,Vente,927637.27,183.96,0,0,0,1999,5042.6,27,Moyen,Grand,2023,9,3
ANO000620,2023-09-02,Terrain moderne Fès,Fès,Medina,Terrain,Location,2899.94,334.64,0,0,0,2003,8.67,23,Économique,Grand,2023,9,3
ANO000014,2023-09-02,Appartement 103m² Centre,Agadir,Centre,Appartement,Location,120.0,103.46,2,2,6,2011,1.16,15,Économique,Moyen,2023,9,3
ANO001239,2023-09-02,Duplex 142m² Zouagha,Fès,Zouagha,Duplex,Vente,2407582.45,142.09,4,3,6,2024,16944.07,2,Haut standing,Moyen,2023,9,3
ANO000981,2023-09-03,Appartement à vente - Oujda,Oujda,Hay Qods,Appartement,Vente,669588.46,73.34,2,1,2,2010,9129.92,16,Moyen,Petit,2023,9,3
ANO001181,2023-09-03,Beau Appartement Meknès,Meknès,Hamria,Appartement,Vente,589702.16,121.28,2,1,3,2010,4862.32,16,Moyen,Moyen,2023,9,3
ANO001283,2023-09-04,Duplex 126m² Kenitra,Kénitra,Centre,Duplex,Vente,2454517.0,126.85,4,2,6,2008,19349.76,18,Haut standing,Moyen,2023,9,3
ANO001149,2023-09-04,Appartement moderne Tanger,Tanger,Iberia,Appartement,Location,2533.79,56.47,3,1,0,2009,44.87,17,Économique,Petit,2023,9,3
ANO000746,2023-09-04,Appartement à vente - Kenitra,Kénitra,Centre,Appartement,Vente,637691.69,85.36,2,1,2,2002,7470.61,24,Moyen,Moyen,2023,9,3
ANO000853,2023-09-06,Appartement à vente - Agadir,Agadir,Hay Mohammadi,Appartement,Vente,945700.9,85.08,2,2,1,2011,11115.43,15,Moyen,Moyen,2023,9,3
ANO000111,2023-09-07,Villa 178m² Malabata,Tanger,Malabata,Villa,Location,23926.52,178.22,4,2,0,2010,134.25,16,Luxe,Grand,2023,9,3
ANO000885,2023-09-08,Villa à vente - Casablanca,Casablanca,Bourgogne,Villa,Vente,2455396.04,332.45,4,2,0,1990,7385.76,36,Haut standing,Grand,2023,9,3
ANO001320,2023-09-08,Appartement à location - Tétouan,Tétouan,M'diq,Appartement,Location,2085.04,112.92,4,2,2,2010,18.46,16,Économique,Moyen,2023,9,3
ANO001311,2023-09-09,Villa 372m² Kenitra,Kénitra,Centre,Villa,Vente,2535765.59,372.24,5,3,0,2017,6812.18,9,Haut standing,Grand,2023,9,3
ANO001497,2023-09-10,Beau Bureau Meknès,Meknès,Ville Nouvelle,Bureau,Location,6209.83,120.05,0,0,1,2013,51.73,13,Moyen,Moyen,2023,9,3
ANO001477,2023-09-11,Beau Appartement Fès,Fès,Ville Nouvelle,Appartement,Location,8163.98,72.93,2,1,1,1973,111.94,53,Haut standing,Petit,2023,9,3
ANO000185,2023-09-12,Beau Duplex Agadir,Agadir,Centre,Duplex,Vente,2500669.24,162.72,3,2,8,2012,15367.93,14,Haut standing,Grand,2023,9,3
ANO000018,2023-09-12,Appartement 68m² Talborjt,Agadir,Talborjt,Appartement,Vente,503790.13,68.08,2,1,1,2014,7399.97,12,Moyen,Petit,2023,9,3
ANO000347,2023-09-12,Appartement à vente - Kenitra,Kénitra,Centre,Appartement,Vente,576934.22,111.18,1,1,1,2009,5189.19,17,Moyen,Moyen,2023,9,3
ANO001386,2023-09-12,Beau Villa Rabat,Rabat,Hay Riad,Villa,Vente,30000.0,292.12,4,3,0,1992,102.7,34,Économique,Grand,2023,9,3
ANO001394,2023-09-12,Appartement 91m² M'diq,Tétouan,M'diq,Appartement,Vente,1862848.46,91.96,2,1,5,2005,20257.16,21,Haut standing,Moyen,2023,9,3
ANO001125,2023-09-14,Duplex 240m² Hay Mohammadi,Agadir,Hay Mohammadi,Duplex,Vente,2670556.53,240.36,2,1,7,1996,11110.65,30,Haut standing,Grand,2023,9,3
ANO001359,2023-09-15,Appartement 87m² Marrakech,Marrakech,Medina,Appartement,Vente,496486.75,87.83,2,1,2,2007,5652.82,19,Économique,Moyen,2023,9,3
ANO000119,2023-09-16,Beau Appartement Marrakech,Marrakech,Targa,Appartement,Location,2190.87,59.94,4,2,4,2009,36.55,17,Économique,Petit,2023,9,3
ANO001483,2023-09-16,Bureau à vente - Rabat,Rabat,Hassan,Bureau,Vente,848694.7,124.0,0,0,1,2007,6844.31,19,Moyen,Moyen,2023,9,3
ANO000572,2023-09-16,Terrain moderne Meknès,Meknès,Ville Nouvelle,Terrain,Vente,1054226.5,235.76,0,0,0,2009,4471.61,17,Moyen,Grand,2023,9,3
ANO001047,2023-09-18,Villa 228m² Ville Nouvelle,Fès,Ville Nouvelle,Villa,Location,26840.83,228.59,4,3,0,2001,117.42,25,Luxe,Grand,2023,9,3
ANO001473,2023-09-18,Appartement moderne Casablanca,Casablanca,Bourgogne,Appartement,Vente,2104826.72,36.26,3,2,6,2003,58048.17,23,Haut standing,Petit,2023,9,3
ANO000174,2023-09-19,Beau Duplex Kenitra,Kénitra,Centre,Duplex,Vente,2250832.27,66.53,3,2,1,2014,33831.84,12,Haut standing,Petit,2023,9,3
ANO000093,2023-09-20,Appartement à vente - Oujda,Oujda,Hay Qods,Appartement,Vente,573887.16,69.99,2,1,3,2010,8199.56,16,Moyen,Petit,2023,9,3
ANO000277,2023-09-21,Bureau moderne Casablanca,Casablanca,Bourgogne,Bureau,Location,4127.7,108.73,0,0,3,1979,37.96,47,Moyen,Moyen,2023,9,3
ANO001458,2023-09-22,Appartement à vente - Fès,Fès,Zouagha,Appartement,Vente,484474.98,57.7,3,2,5,2002,8396.45,24,Économique,Petit,2023,9,3
ANO001008,2023-09-22,Duplex à vente - Agadir,Agadir,Talborjt,Duplex,Vente,1522103.18,129.43,3,2,6,2019,11760.05,7,Haut standing,Moyen,2023,9,3
ANO000434,2023-09-23,Villa moderne Casablanca,Casablanca,Bourgogne,Villa,Vente,2360848.9,196.55,5,2,0,2014,12011.44,12,Haut standing,Grand,2023,9,3
ANO000833,2023-09-23,Appartement à vente - Kenitra,Kénitra,Hay Essalam,Appartement,Vente,1888414.83,78.01,1,1,4,2016,24207.34,10,Haut standing,Petit,2023,9,3
ANO000138,2023-09-23,Villa moderne Marrakech,Marrakech,Medina,Villa,Vente,4313036.86,127.27,4,2,0,2009,33888.87,17,Luxe,Moyen,2023,9,3
ANO000631,2023-09-24,Duplex à vente - Meknès,Meknès,Ville Nouvelle,Duplex,Vente,2127770.55,150.32,3,2,8,2006,14154.94,20,Haut standing,Grand,2023,9,3
ANO000027,2023-09-24,Appartement à location - Meknès,Meknès,Ville Nouvelle,Appartement,Location,2244.05,35.31,2,1,4,2008,63.55,18,Économique,Petit,2023,9,3
ANO000340,2023-09-24,Appartement moderne Rabat,Rabat,Hassan,Appartement,Location,1967.73,76.99,4,3,2,2006,25.56,20,Économique,Petit,2023,9,3
ANO000806,2023-09-24,Appartement 98m² Zouagha,Fès,Zouagha,Appartement,Vente,2108598.12,98.79,3,2,2,2005,21344.25,21,Haut standing,Moyen,2023,9,3
ANO000655,2023-09-25,Appartement 101m² Hay Essalam,Kénitra,Hay Essalam,Appartement,Location,8833.8,101.13,2,1,0,2014,87.35,12,Haut standing,Moyen,2023,9,3
ANO000136,2023-09-26,Beau Villa Tanger,Tanger,Iberia,Villa,Vente,2511424.97,164.59,3,1,0,2008,15258.67,18,Haut standing,Grand,2023,9,3
ANO001005,2023-09-26,Beau Appartement Fès,Fès,Medina,Appartement,Location,1582.16,50.07,4,3,0,2001,31.6,25,Économique,Petit,2023,9,3
ANO000898,2023-09-27,Terrain moderne Tanger,Tanger,Iberia,Terrain,Location,2907.1,295.28,0,0,0,2008,9.85,18,Économique,Grand,2023,9,3
ANO000850,2023-09-27,Appartement moderne Marrakech,Marrakech,Targa,Appartement,Location,7096.36,110.53,2,1,1,2024,64.2,2,Moyen,Moyen,2023,9,3
ANO001349,2023-09-28,Villa à location - Fès,Fès,Zouagha,Villa,Location,29594.61,216.79,6,3,0,2014,136.51,12,Luxe,Grand,2023,9,3
ANO000771,2023-09-28,Appartement 129m² Talborjt,Agadir,Talborjt,Appartement,Vente,511519.88,129.88,3,1,2,2011,3938.4,15,Moyen,Moyen,2023,9,3
ANO000842,2023-09-29,Beau Villa Kenitra,Kénitra,Centre,Villa,Location,8172.94,323.74,5,3,0,2009,25.25,17,Haut standing,Grand,2023,9,3
ANO000283,2023-09-29,Duplex à vente - Marrakech,Marrakech,Targa,Duplex,Vente,1973501.19,272.77,3,2,3,2004,7235.04,22,Haut standing,Grand,2023,9,3
ANO000829,2023-09-30,Beau Terrain Tanger,Tanger,Centre Ville,Terrain,Vente,635132.86,403.15,0,0,0,2006,1575.43,20,Moyen,Grand,2023,9,3
ANO000666,2023-09-30,Terrain 296m² Hassan,Rabat,Hassan,Terrain,Vente,1121045.07,296.82,0,0,0,1986,3776.85,40,Moyen,Grand,2023,9,3
ANO001306,2023-10-01,Villa 243m² Hay Essalam,Kénitra,Hay Essalam,Villa,Vente,2154077.62,243.01,5,3,0,2009,8864.15,17,Haut standing,Grand,2023,10,4
ANO000187,2023-10-01,Appartement moderne Marrakech,Marrakech,Medina,Appartement,Vente,2157780.86,74.48,2,1,4,2012,28971.28,14,Haut standing,Petit,2023,10,4
ANO000700,2023-10-01,Appartement à vente - Kenitra,Kénitra,Centre,Appartement,Vente,421377.13,46.16,3,1,7,2016,9128.62,10,Économique,Petit,2023,10,4
ANO000679,2023-10-01,Appartement à vente - Casablanca,Casablanca,Californie,Appartement,Vente,677225.19,153.99,3,2,4,2005,4397.85,21,Moyen,Grand,2023,10,4
ANO000280,2023-10-01,Appartement à location - Rabat,Rabat,Ocean,Appartement,Location,6402.63,109.61,2,1,1,1996,58.41,30,Moyen,Moyen,2023,10,4
ANO001122,2023-10-02,Villa à vente - Marrakech,Marrakech,Medina,Villa,Vente,1522276.25,193.28,4,2,0,2024,7876.02,2,Haut standing,Grand,2023,10,4
ANO001334,2023-10-02,Villa moderne Kenitra,Kénitra,Centre,Villa,Location,120.0,180.92,5,3,0,2009,0.66,17,Économique,Grand,2023,10,4
ANO001363,2023-10-02,Appartement à vente - Kenitra,Kénitra,Centre,Appartement,Vente,653150.18,87.0,2,2,3,2019,7507.47,7,Moyen,Moyen,2023,10,4
ANO001370,2023-10-02,Beau Appartement Casablanca,Casablanca,Hay Mohammadi,Appartement,Vente,2542633.35,79.99,2,1,1,2003,31786.89,23,Haut standing,Petit,2023,10,4
ANO000565,2023-10-03,Beau Appartement Tétouan,Tétouan,Centre,Appartement,Vente,654555.68,51.35,2,1,0,2011,12746.95,15,Moyen,Petit,2023,10,4
ANO000175,2023-10-04,Appartement 99m² Centre,Tétouan,Centre,Appartement,Location,1881.94,99.26,3,1,4,2003,18.96,23,Économique,Moyen,2023,10,4
ANO001327,2023-10-04,Beau Villa Oujda,Oujda,Hay Qods,Villa,Location,9936.21,166.03,3,2,0,2020,59.85,6,Haut standing,Grand,2023,10,4
ANO001377,2023-10-07,Bureau à vente - Marrakech,Marrakech,Medina,Bureau,Vente,905919.59,186.25,0,0,5,2008,4864.0,18,Moyen,Grand,2023,10,4
ANO000874,2023-10-07,Appartement 102m² Kenitra,Kénitra,Centre,Appartement,Vente,724698.68,102.61,3,1,3,2016,7062.65,10,Moyen,Moyen,2023,10,4
ANO000372,2023-10-07,Appartement moderne Tétouan,Tétouan,M'diq,Appartement,Vente,609481.83,88.76,1,1,1,2012,6866.63,14,Moyen,Moyen,2023,10,4
ANO001272,2023-10-08,Appartement 53m² Anfa,Casablanca,Anfa,Appartement,Vente,561720.45,53.39,3,1,1,1973,10521.08,53,Moyen,Petit,2023,10,4
ANO000999,2023-10-08,Bureau à vente - Meknès,Meknès,Ville Nouvelle,Bureau,Vente,819232.62,123.1,0,0,3,2012,6655.02,14,Moyen,Moyen,2023,10,4
ANO001476,2023-10-09,Villa à vente - Casablanca,Casablanca,Maarif,Villa,Vente,1633607.52,278.03,3,1,0,1987,5875.65,39,Haut standing,Grand,2023,10,4
ANO000301,2023-10-10,Appartement moderne Rabat,Rabat,Souissi,Appartement,Vente,2147469.32,75.17,2,2,1,2000,28568.17,26,Haut standing,Petit,2023,10,4
ANO000198,2023-10-11,Bureau à vente - Fès,Fès,Zouagha,Bureau,Vente,1008937.02,139.16,0,0,2,2001,7250.19,25,Moyen,Moyen,2023,10,4
ANO000016,2023-10-11,Beau Appartement Casablanca,Casablanca,Anfa,Appartement,Vente,1712062.32,73.48,4,2,3,2015,23299.7,11,Haut standing,Petit,2023,10,4
ANO000948,2023-10-12,Villa à vente - Tétouan,Tétouan,Centre,Villa,Vente,1441678.73,368.15,4,3,0,2000,3916.01,26,Moyen,Grand,2023,10,4
ANO000555,2023-10-12,Beau Appartement Marrakech,Marrakech,Medina,Appartement,Vente,295377.41,69.8,3,2,5,2020,4231.77,6,Économique,Petit,2023,10,4
